"taxonName","taxon_author","subtaxon_author","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","hybrid","subspecies","variety","introduction_status","provincial_conservation_status","national_conservation_status","occurrence_status","observation","last_record_date","last_record_observer","last_record_soruce","last_record_ID","gbif_ID","first_record_date","first_record_observer","linkTaxonID","notes","ID","stats_code","linkName","graminoid_status","infrataxon_status","provincial_concern","national_concern","provenance_status","solow_BF","solow_EP","solow_PP"
"Comarum palustre","L.","","marsh cinquefoil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae","Potentilleae","","","","native","S5","","confirmed","observed","1975-07-24","Angela Wood","RBCM","V097752",NA,"2016-05-24","Lauren Magner & Andrew Simon","iNat:3296338","Reported as Potentilla palustris",62213,"VAS","Comarum palustre","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Conioselinum gmelinii","(Bray) Steud.","","Pacific hemlock-parsley","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Apioideae","","","","","native","S5","","new 2016","observed","","","","",NA,"2016-07-10","Andrew Simon","iNat:3652970","",160830,"VAS","Conioselinum gmelinii","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Conium maculatum","L.","","poison-hemlock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Apioideae","Smyrnieae","","","","exotic","unlisted","","new 2019","observed","2022-06-09","Frank Lomer","UBC","12993",NA,"2019-06-15","Ed Andrusiak","iNat:27254709","",52998,"VAS","Conium maculatum","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Convolvulus arvensis","L.","","field bindweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Solanales","",NA,"Convolvulaceae","Convolvuloideae","Convolvuleae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-08-06","Sarah Tweedale","iNat:3816774","",53021,"VAS","Convolvulus arvensis","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Corallorhiza maculata var. maculata","(Raf.) Raf.","","spotted coralroot","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Orchidaceae","Epidendroideae","Epidendreae","","","maculata","native","S3S5 (2020)","","new 2022","observed","","","","",NA,"2022-06-25","Andrew Simon","iNat:124067881","",80614,"VAS","Corallorhiza maculata var. maculata","non-graminoid","infrataxon","concern","unknown","unknown",NA,NA,NA
"Corallorhiza maculata var. occidentalis","(Raf.) Raf.","(Lindl.) Ames","western spotted coralroot","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Orchidaceae","Epidendroideae","Epidendreae","","","occidentalis","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2013-05-17","Felix Erhard","iNat:2604239","",80615,"VAS","Corallorhiza maculata var. occidentalis","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Corallorhiza maculata var. ozettensis","(Raf.) Raf.","Tischer","Ozette coralroot","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Orchidaceae","Epidendroideae","Epidendreae","","","ozettensis","native","S3 (2018)","","new 2015","observed","","","","",NA,"2015-06-05","Lauren Magner & Andrew Simon","iNat:2563709","",452199,"VAS","Corallorhiza maculata var. ozettensis","non-graminoid","infrataxon","concern","unknown","unknown",NA,NA,NA
"Corallorhiza mertensiana","Bong.","","Pacific coralroot","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Orchidaceae","Epidendroideae","Epidendreae","","","","native","S5 (2019)","","new 2022","observed","","","","",NA,"2022-06-07","Jenny Sterling & Andrew Simon","iNat:120891212","",49444,"VAS","Corallorhiza mertensiana","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Corallorhiza striata var. striata","Lindl.","","striped coralroot","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Orchidaceae","Epidendroideae","Epidendreae","","","striata","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2018-05-24","Andrew Simon & Quirin Hohendorf","iNat:12817512","",131215,"VAS","Corallorhiza striata var. striata","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Cornus nuttallii","Audubon ex Torr. & A. Gray","","western flowering dogwood","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Cornales","",NA,"Cornaceae","","","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-05-24","Lauren Magner & Andrew Simon","iNat:3295934","",76447,"VAS","Cornus nuttallii","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Cornus sericea ssp. occidentalis","L.","(Torr. & A.Gray) Fosberg","red-osier dogwood","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Cornales","",NA,"Cornaceae","","","","occidentalis","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2018-05-13","Andrew Simon","iNat:15412701","Cornus stolonifera reported (synonym)",53366,"VAS","Cornus sericea ssp. occidentalis","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Corylus cornuta ssp. californica","Marshall","(A. DC.) A.E. Murray","beaked hazelnut","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fagales","",NA,"Betulaceae","","","","californica","","native","S5","","new 2016","observed","","","","",NA,"2016-07-13","Andrew Simon","iNat:3682332","",53368,"VAS","Corylus cornuta ssp. californica","non-graminoid","infrataxon","secure","unknown","no_voucher",Inf,0,1
"Cotoneaster coriaceus","W.W.Sm.","","cream-flowered cotoneaster","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Amygdaloideae","Maleae","","","","exotic","unlisted","","new 2022","observed","2022-06-13","Frank Lomer","UBC","13039",NA,"","","","reported as Cotoneaster lacteus",411074,"VAS","Cotoneaster coriaceus","non-graminoid","non-infrataxon","unknown","unknown","voucher",35.667,0.027,0.973
"Cotoneaster franchetii","Bois","","Franchet's cotoneaster","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Amygdaloideae","Maleae","","","","exotic","unlisted","","new 2022","observed","","","","",NA,"2022-06-12","Andrew Simon","iNat:121538520","",1319212,"VAS","Cotoneaster franchetii","non-graminoid","non-infrataxon","unknown","unknown","voucher",116.29,0.009,0.991
"Cotoneaster horizontalis","Decne.","","rock cotoneaster","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Amygdaloideae","Maleae","","","","exotic","unlisted","","new 2018","observed","","","","",NA,"2018-06-04","Kevin Toomer","iNat:13130562","",53771,"VAS","Cotoneaster horizontalis","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Cotoneaster simonsii","Baker","","Himalayan cotoneaster","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Amygdaloideae","Maleae","","","","exotic","unlisted","","confirmed","observed","1979-07-09","Harvey Janszen","RBCM","V097881",1949546798,"2022-06-12","Andrew Simon","iNat:121538499","HJ (2001) report of Cotoneaster dielsianusmisapplied to this material (AJ Wright notes these species are difficult to discriminate)",76461,"VAS","Cotoneaster simonsii","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Crassula connata","(Ruiz & Pav.) A. Berger","","erect pigmyweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Crassulaceae","Crassuloideae","","","","","native","S2S3 (2019)","","reported","unobserved","1983-03-27","Harvey Janszen","RBCM","V129552",NA,"","","","",57016,"VAS","Crassula connata","non-graminoid","non-infrataxon","concern","unknown","unknown",NA,NA,NA
"Crataegus douglasii","Lindl.","","black hawthorn","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Amygdaloideae","Maleae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-06-28","Andrew Simon","iNat:3542848","",76469,"VAS","Crataegus douglasii","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Crataegus monogyna","Jacq.","","common hawthorn","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Amygdaloideae","Maleae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2003-11-05","Larry Halverson","iNat:192850869","",51147,"VAS","Crataegus monogyna","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Crepis capillaris","(L.) Wallr.","","smooth hawksbeard","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Cichorioideae","Cichorieae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-06-24","Lauren Magner & Andrew Simon","iNat:2564076","",54050,"VAS","Crepis capillaris","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Crocidium multicaule","Hook.","","gold star","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae","Senecioneae","","","","native","S4","","confirmed","observed","1974-04-21","Wilfred B. Schofield","UBC","V156690",NA,"2014-03-22","Ryan Batten","iNat:9145124","",57524,"VAS","Crocidium multicaule","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Cuscuta pacifica var. pacifica","Costea & M.A.R. Wright","","Pacific goldenthread","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Solanales","",NA,"Convolvulaceae","","Cuscuteae","","","pacifica","native","S4","","new 2016","observed","","","","",NA,"2010-08-14","T. Abe Lloyd","iNat:37239710","",80645,"VAS","Cuscuta pacifica var. pacifica","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Cyclamen hederifolium","Aiton","","cyclamen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ericales","",NA,"Primulaceae","Myrsinoideae","","","","","exotic","unlisted","","new 2017","observed","","","","",NA,"2017-10-01","Tiffany Moser","iNat:8215351","not naturalized",127355,"VAS","Cyclamen hederifolium","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Cymbalaria muralis","P. Gaertn., B. Mey. & Scherb.","","ivy-leaved toadflax","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Lamiales","",NA,"Plantaginaceae","","Antirrhineae","","","","exotic","unlisted","","new 2019","observed","","","","",NA,"2019-04-17","Larissa Marie","iNat:22631582","",55727,"VAS","Cymbalaria muralis","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Cynosurus cristatus","L.","","crested dogtail","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2017-06-06","Andrew Simon","iNat:6531949","",76581,"VAS","Cynosurus cristatus","graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Cynosurus echinatus","L.","","hedgehog dogtail","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","exotic","unlisted","","confirmed","observed","1986-08-03","Gerald B. Straley","UBC","V190606",NA,"2013-06-20","Felix Erhard","iNat:2588511","",47695,"VAS","Cynosurus echinatus","graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Cystopteris fragilis","(L.) Bernh.","","fragile fern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Polypodiidae",NA,"Polypodiales","Aspleniinae",NA,"Cystopteridaceae","","","","","","native","S5","","confirmed","observed","1996-05-22","Harvey Janszen, Jenifer Penny & Charlotte Norris","RBCM","V175175",1949623931,"2017-03-30","Andrew Simon","iNat:5516498","",58755,"VAS","Cystopteris fragilis","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Cytisus scoparius","(L.) Link","","Scotch broom","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Fabales","",NA,"Fabaceae","Faboideae","Genisteae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2009-04-23","Paul Abell","iNat:38207181","",48538,"VAS","Cytisus scoparius","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Dactylis glomerata","L.","","orchard grass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","exotic","unlisted","","confirmed","observed","1979-06-08","Harvey Janszen","RBCM","V097880",NA,"2015-05-17","Andrew Simon","iNat:2621743","",52720,"VAS","Dactylis glomerata","graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Danthonia californica","Bol.","","California oatgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Danthonioideae","Danthonieae","","","","native","S5","","confirmed","observed","1981-07-16","Harvey Janszen","RBCM","V113798",1949562663,"2017-05-29","Andrew Simon","iNat:6434812","",57165,"VAS","Danthonia californica","graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Danthonia decumbens","(L.) DC.","","mountain heath grass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Danthonioideae","Danthonieae","","","","exotic","unlisted","","new 2022","observed","2022-06-10","Frank Lomer","UBC","13000",NA,"2022-06-12","Andrew Simon & Frank Lomer","iNat:121538436","Frank Lomer also reports Danthonia decumbens x californica (more study needed)",76603,"VAS","Danthonia decumbens","graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Danthonia intermedia","Vasey","","timber oatgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Danthonioideae","Danthonieae","","","","native","S5","","new 2017","unobserved","2017-05-27","J. & K. Miskelly","Bioblitz Galiano2017","",NA,"","","","",76604,"VAS","Danthonia intermedia","graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Daphne laureola","L.","","spurge-laurel","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Malvales","",NA,"Thymelaeaceae","","","","","","exotic","unlisted","","confirmed","observed","1989-04-06","Gerald Straley & K. Nichols","RBCM","V144086",1949593139,"2016-01-20","Andrew Simon","iNat:2602959","",127391,"VAS","Daphne laureola","non-graminoid","non-infrataxon","unknown","unknown","voucher",Inf,0,1
"Datura stramonium","L.","","jimsonweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Solanales","",NA,"Solanaceae","Solanoideae","Datureae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-10-24","Colleen Doty","iNat:4430121","",55854,"VAS","Datura stramonium","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Daucus carota","L.","","wild carrot","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Apioideae","Scandiceae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-07-09","Andrew Simon","iNat:3652719","",76610,"VAS","Daucus carota","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Daucus pusillus","Michx.","","American wild carrot","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Apioideae","Scandiceae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-04-04","Andrew Simon","iNat:2567452","",56726,"VAS","Daucus pusillus","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Delphinium ajacis","(L.) Schur","","rocket larkspur","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae","Delphinieae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2022-08-11","Kristian Sigvardsen","iNat:130459937","Reported as Consolida ambigua",401314,"VAS","Delphinium ajacis","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Delphinium menziesii","DC.","","Menzies' larkspur","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Ranunculales","",NA,"Ranunculaceae","Ranunculoideae","Delphinieae","","","","native","S5","","confirmed","observed","1981-05-07","Harvey Janszen","RBCM","V113531",NA,"2013-04-27","Felix Erhard","iNat:2588491","",153479,"VAS","Delphinium menziesii","non-graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Deschampsia cespitosa","(L.) P.Beauv.","","tufted hairgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","native","S5 (2020)","","new 2016","observed","","","","",NA,"2016-06-19","Andrew Simon","iNat:3498298","",76639,"VAS","Deschampsia cespitosa","graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Deschampsia danthonioides","(Trin.) Benth.","","annual hairgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2022-06-08","Andrew Simon & Frank Lomer","iNat:120889612","",57164,"VAS","Deschampsia danthonioides","graminoid","non-infrataxon","secure","unknown","no_voucher",31.247,0.031,0.969
"Deschampsia elongata","(Hook.) Munro","","slender hairgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Poeae","","","","native","S5","","confirmed","observed","1986-08-16","William J. Crins","UBC","V191353",NA,"2020-06-26","Andrew Simon","iNat:52033139","",52722,"VAS","Deschampsia elongata","graminoid","non-infrataxon","secure","unknown","no_voucher",31.247,0.031,0.969
"Dianthus armeria","L.","","Deptford pink","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","Caryophylloideae","Caryophylleae","","","","exotic","unlisted","","confirmed","observed","1975-07-18","Harvey Janszen","RBCM","V083231",1949532176,"2018-07-09","Andrew Simon","iNat:14220758","",64541,"VAS","Dianthus armeria","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
