scientificName,introduction_status,reportingStatus,infrataxon_status,provincial_concern,provenance_status,solow_EP,phylum,iNaturalistTaxonId,iNaturalistTaxonName,kingdom,subphylum,class,subclass,superorder,order,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety,nameStatus
Maianthemum dilatatum,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,63939,Maianthemum dilatatum,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,dilatatum,,,accepted
Maianthemum racemosum ssp. amplexicaule,native,confirmed,infrataxon,secure,no_voucher,0,Tracheophyta,53012,Maianthemum racemosum amplexicaule,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,racemosum,Maianthemum racemosum amplexicaule,,accepted
Malus domestica,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,469472,Malus domestica,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Malus,domestica,,,accepted
Malus fusca,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,77948,Malus fusca,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Malus,fusca,,,accepted
Malva moschata,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,55977,Malva moschata,Plantae,Angiospermae,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,moschata,,,accepted
Malva neglecta,exotic,reported,non-infrataxon,unknown,no_voucher,0,Tracheophyta,77952,Malva neglecta,Plantae,Angiospermae,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,neglecta,,,accepted
Marrubium vulgare,exotic,new 2023,non-infrataxon,unknown,unknown,,Tracheophyta,54605,Marrubium vulgare,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Marrubieae,Marrubium,vulgare,,,accepted
Matricaria discoidea,exotic,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,52992,Matricaria discoidea,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Matricaria,discoidea,,,accepted
Meconella oregana,native,confirmed,non-infrataxon,concern,unknown,,Tracheophyta,77970,Meconella oregana,Plantae,Angiospermae,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,Papavereae,Meconella,oregana,,,accepted
Medicago arabica,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,61012,Medicago arabica,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,arabica,,,accepted
Medicago lupulina,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.008,Tracheophyta,57056,Medicago lupulina,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,lupulina,,,accepted
Medicago sativa ssp. sativa,exotic,reported,infrataxon,unknown,no_voucher,0.008,Tracheophyta,57070,Medicago sativa sativa,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,sativa,Medicago sativa sativa,,accepted
Melica harfordii,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,77983,Melica harfordii,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Meliceae,Melica,harfordii,,,accepted
Melica subulata,native,confirmed,non-infrataxon,secure,no_voucher,0.024,Tracheophyta,77986,Melica subulata,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Meliceae,Melica,subulata,,,accepted
Melilotus albus,exotic,reported,non-infrataxon,unknown,no_voucher,0,Tracheophyta,58907,Melilotus albus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Melilotus,albus,,,accepted
Melissa officinalis,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,59901,Melissa officinalis,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Melissa,officinalis,,,accepted
Mentha canadensis,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,77991,Mentha canadensis,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,canadensis,,,accepted
Mentha spicata,exotic,new 2017,non-infrataxon,unknown,unknown,,Tracheophyta,62652,Mentha spicata,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,spicata,,,accepted
Mentha suaveolens,exotic,reported,non-infrataxon,unknown,unknown,,Tracheophyta,77993,Mentha suaveolens,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,suaveolens,,,accepted
Menyanthes trifoliata,native,new 2016,non-infrataxon,secure,no_voucher,0,Tracheophyta,78016,Menyanthes trifoliata,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Menyanthaceae,,,Menyanthes,trifoliata,,,accepted
Micranthes integrifolia,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,78027,Micranthes integrifolia,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Micrantheae,Micranthes,integrifolia,,,accepted
Micranthes rufidula,native,new 2018,non-infrataxon,secure,voucher,0.031,Tracheophyta,357949,Micranthes rufidula,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Micrantheae,Micranthes,rufidula,,,accepted
Microsteris gracilis,native,confirmed,non-infrataxon,secure,voucher,0.031,Tracheophyta,61210,Microsteris gracilis,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,Microsteris,gracilis,,,accepted
Moehringia macrophylla,native,confirmed,non-infrataxon,secure,no_voucher,0.031,Tracheophyta,61884,Moehringia macrophylla,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Arenarieae,Moehringia,macrophylla,,,accepted
Moenchia erecta,exotic,new 2020,non-infrataxon,unknown,unknown,,Tracheophyta,78088,Moenchia erecta,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Moenchia,erecta,,,accepted
Monotropa hypopitys,native,reported,non-infrataxon,secure,voucher,0,Tracheophyta,59986,Monotropa hypopitys,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,,,accepted
Monotropa uniflora,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,49477,Monotropa uniflora,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,,,accepted
Montia dichotoma,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,78119,Montia dichotoma,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,dichotoma,,,accepted
Montia fontana,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,58990,Montia fontana,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,fontana,,,accepted
Montia howellii,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,78121,Montia howellii,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,howellii,,,accepted
Montia linearis,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,78122,Montia linearis,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,linearis,,,accepted
Montia parvifolia,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,78123,Montia parvifolia,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,parvifolia,,,accepted
Muscari armeniacum,exotic,new 2015,non-infrataxon,unknown,no_voucher,0.031,Tracheophyta,57847,Muscari armeniacum,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Scilloideae,Hyacintheae,Muscari,armeniacum,,,accepted
Mycelis muralis,exotic,confirmed,non-infrataxon,unknown,voucher,0,Tracheophyta,48543,Mycelis muralis,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Mycelis,muralis,,,accepted
Myosotis arvensis,exotic,confirmed,non-infrataxon,unknown,voucher,0,Tracheophyta,51726,Myosotis arvensis,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,arvensis,,,accepted
Myosotis discolor,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,70265,Myosotis discolor,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,discolor,,,accepted
Myosotis laxa,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,78150,Myosotis laxa,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,laxa,,,accepted
Myosotis scorpioides,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.008,Tracheophyta,49130,Myosotis scorpioides,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,scorpioides,,,accepted
Myosotis sylvatica,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,55826,Myosotis sylvatica,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,sylvatica,,,accepted
Myosurus minimus,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,58306,Myosurus minimus,Plantae,Angiospermae,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Myosurus,minimus,,,accepted
Myriophyllum sp.,unknown,new 2019,non-infrataxon,unknown,unknown,,Tracheophyta,1023289,Myriophyllum,Plantae,Angiospermae,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,Oxalis,,,,accepted
Myriophyllum spicatum,exotic,reported,non-infrataxon,unknown,unknown,,Tracheophyta,78157,Myriophyllum spicatum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Haloragaceae,,,Myriophyllum,spicatum,,,accepted
Myrrhis odorata,exotic,new 2023,non-infrataxon,unknown,no_voucher,0,Tracheophyta,51618,Myrrhis odorata,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Myrrhis,odorata,,,accepted
Narcissus cf. pseudonarcissus,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,55848,Narcissus pseudonarcissus,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Amaryllidaceae,Amaryllidoideae,Narcisseae,Narcissus,pseudonarcissus,,,accepted
Narcissus poeticus,exotic,new 2019,non-infrataxon,unknown,unknown,,Tracheophyta,61334,Narcissus poeticus,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Amaryllidaceae,Amaryllidoideae,Narcisseae,Narcissus,poeticus,,,accepted
Nasturtium officinale,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.016,Tracheophyta,78174,Nasturtium officinale,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Cardamineae,Nasturtium,officinale,,,accepted
Navarretia squarrosa,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,53157,Navarretia squarrosa,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,Navarretia,squarrosa,,,accepted
Nemophila parviflora,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,57353,Nemophila parviflora,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,Nemophila,parviflora,,,accepted
Nemophila pedunculata,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,55461,Nemophila pedunculata,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,Nemophila,pedunculata,,,accepted
Neottia cordata,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,204364,Neottia cordata,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Orchidaceae,Epidendroideae,Neottieae,Neottia,cordata,,,accepted
Nuphar polysepala,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,78234,Nuphar polysepala,Plantae,Angiospermae,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,,Nuphar,polysepala,,,accepted
Nuttallanthus texanus,native,reported,non-infrataxon,concern,unknown,,Tracheophyta,209238,Linaria texana,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Antirrhineae,Linaria,texana,,,unaccepted
Nymphoides peltata,exotic,new 2022,non-infrataxon,unknown,unknown,,Tracheophyta,78237,Nymphoides peltata,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Menyanthaceae,,,Nymphoides,peltata,,,accepted
Oemleria cerasiformis,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,53419,Oemleria cerasiformis,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Exochordeae,Oemleria,cerasiformis,,,accepted
Oenanthe pimpinelloides,exotic,new 2020,non-infrataxon,unknown,unknown,,Tracheophyta,85063,Oenanthe pimpinelloides,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Oenantheae,Oenanthe,pimpinelloides,,,accepted
Oenanthe sarmentosa,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,60127,Oenanthe sarmentosa,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Oenantheae,Oenanthe,sarmentosa,,,accepted
Oenothera biennis,exotic,new 2018,non-infrataxon,unknown,no_voucher,0,Tracheophyta,62207,Oenothera biennis,Plantae,Angiospermae,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Oenothera,biennis,,,accepted
Opuntia fragilis,native,new 2013,non-infrataxon,secure,unknown,,Tracheophyta,62474,Opuntia fragilis,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Cactaceae,Opuntioideae,Opuntieae,Opuntia,fragilis,,,accepted
Origanum vulgare,exotic,new 2020,non-infrataxon,unknown,no_voucher,0,Tracheophyta,61396,Origanum vulgare,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Origanum,vulgare,,,accepted
Ornithogalum umbellatum,exotic,new 2017,non-infrataxon,unknown,no_voucher,0.008,Tracheophyta,56137,Ornithogalum umbellatum,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Scilloideae,Ornithogaleae,Ornithogalum,umbellatum,,,accepted
Osmorhiza berteroi,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,53166,Osmorhiza berteroi,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Osmorhiza,berteroi,,,accepted
Oxalis corniculata,exotic,new 2020,non-infrataxon,unknown,no_voucher,0,Tracheophyta,53168,Oxalis corniculata,Plantae,Angiospermae,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,Oxalis,corniculata,,,accepted
Panicum capillare,native,new 2019,non-infrataxon,secure,no_voucher,0,Tracheophyta,78337,Panicum capillare,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,Panicum,capillare,,,accepted
Papaver somniferum,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,78346,Papaver somniferum,Plantae,Angiospermae,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,Papavereae,Papaver,somniferum,,,accepted
Paxistima myrsinites,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,63893,Paxistima myrsinites,Plantae,Angiospermae,Magnoliopsida,,,Celastrales,,,Celastraceae,,,Paxistima,myrsinites,,,accepted
Penstemon ovatus,native,new 2016,non-infrataxon,concern,unknown,,Tracheophyta,83938,Penstemon ovatus,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Cheloneae,Penstemon,ovatus,,,accepted
Pentagramma triangularis ssp. triangularis,native,confirmed,infrataxon,secure,voucher,0,Tracheophyta,58767,Pentagramma triangularis triangularis,Plantae,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Pteridaceae,Cheilanthoideae,,Pentagramma,triangularis,Pentagramma triangularis triangularis,,accepted
Perideridia gairdneri,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,78434,Perideridia gairdneri,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Oenantheae,Perideridia,gairdneri,,,accepted
Persicaria amphibia,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,78450,Persicaria amphibia,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Persicarieae,Persicaria,amphibia,,,accepted
Persicaria maculosa,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,56166,Persicaria maculosa,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Persicarieae,Persicaria,maculosa,,,accepted
Petasites frigidus var. palmatus,native,confirmed,infrataxon,secure,no_voucher,0,Tracheophyta,55778,Petasites frigidus palmatus,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Petasites,frigidus,,Petasites frigidus palmatus,accepted
Petasites japonicus,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,129038,Petasites japonicus,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Petasites,japonicus,,,accepted
Petrosedum forsterianum,exotic,new 2015,non-infrataxon,unknown,voucher,0,Tracheophyta,710296,Petrosedum forsterianum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Semperviveae,Petrosedum,forsterianum,,,accepted
Petrosedum rupestre,exotic,reported,non-infrataxon,unknown,unknown,,Tracheophyta,734805,Petrosedum rupestre,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,Semperviveae,Petrosedum,rupestre,,,accepted
Petroselinum crispum,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.016,Tracheophyta,78465,Petroselinum crispum,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Apieae,Petroselinum,crispum,,,accepted
Phacelia linearis,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,78499,Phacelia linearis,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,Phacelia,linearis,,,accepted
Phacelia tanacetifolia,native,reported,non-infrataxon,unknown,unknown,,Tracheophyta,58185,Phacelia tanacetifolia,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,Phacelia,tanacetifolia,,,accepted
Phalaris arundinacea,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,63337,Phalaris arundinacea,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Phalaris,arundinacea,,,accepted
Phalaris canariensis,exotic,new 2016,non-infrataxon,unknown,no_voucher,0,Tracheophyta,57191,Phalaris canariensis,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Phalaris,canariensis,,,accepted
Philadelphus lewisii,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,62223,Philadelphus lewisii,Plantae,Angiospermae,Magnoliopsida,,,Cornales,,,Hydrangeaceae,,,Philadelphus,lewisii,,,accepted
Phleum pratense,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.008,Tracheophyta,57190,Phleum pratense,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Phleum,pratense,,,accepted
Phragmites australis ssp. americanus,native,reported,infrataxon,secure,unknown,,Tracheophyta,205873,Phragmites australis americanus,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Arundinoideae,Molinieae,Phragmites,australis,Phragmites australis americanus,,accepted
Phragmites australis ssp. australis,exotic,reported,infrataxon,unknown,unknown,,Tracheophyta,556361,Phragmites australis australis,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Arundinoideae,Molinieae,Phragmites,australis,Phragmites australis australis,,accepted
Physocarpus capitatus,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,57249,Physocarpus capitatus,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Neillieae,Physocarpus,capitatus,,,accepted
Picea sitchensis,native,new 2020,non-infrataxon,secure,voucher,0,Tracheophyta,68131,Picea sitchensis,Plantae,,Pinopsida,,,Pinales,,,Pinaceae,Pinoideae,,Picea,sitchensis,,,accepted
Pilosella aurantiaca,exotic,new 2016,non-infrataxon,unknown,voucher,0,Tracheophyta,711103,Pilosella aurantiaca,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Pilosella,aurantiaca,,,accepted
Pinus contorta ssp. contorta,native,new 2015,infrataxon,secure,unknown,,Tracheophyta,80130,Pinus contorta contorta,Plantae,,Pinopsida,,,Pinales,,,Pinaceae,Pinoideae,,Pinus,contorta,,Pinus contorta contorta,accepted
Pinus monticola,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,68084,Pinus monticola,Plantae,,Pinopsida,,,Pinales,,,Pinaceae,Pinoideae,,Pinus,monticola,,,accepted
Pinus ponderosa var. ponderosa,native,confirmed,infrataxon,secure,unknown,,Tracheophyta,81248,Pinus ponderosa ponderosa,Plantae,,Pinopsida,,,Pinales,,,Pinaceae,Pinoideae,,Pinus,ponderosa,,Pinus ponderosa ponderosa,accepted
Plagiobothrys tenellus,native,reported,non-infrataxon,concern,unknown,,Tracheophyta,58066,Plagiobothrys tenellus,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Cynoglosseae,Plagiobothrys,tenellus,,,accepted
Plantago elongata,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,58229,Plantago elongata,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,elongata,,,accepted
Plantago lanceolata,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,53178,Plantago lanceolata,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,lanceolata,,,accepted
Plantago macrocarpa,native,new 2023,non-infrataxon,secure,voucher,0,Tracheophyta,167006,Plantago macrocarpa,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,macrocarpa,,,accepted
Plantago major,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,58961,Plantago major,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,major,,,accepted
Plantago maritima,native,confirmed,non-infrataxon,secure,voucher,0,Tracheophyta,68543,Plantago maritima,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,maritima,,,accepted
Platanthera elegans,native,confirmed,non-infrataxon,secure,no_voucher,0,Tracheophyta,840641,Platanthera elegans,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,elegans,,,accepted
Platanthera elongata,native,confirmed,non-infrataxon,concern,no_voucher,0,Tracheophyta,551466,Platanthera elongata,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,elongata,,,accepted
Platanthera ephemerantha,native,new 2021,non-infrataxon,concern,unknown,,Tracheophyta,473217,Platanthera ephemerantha,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,ephemerantha,,,accepted
Platanthera transversa,native,new 2015,non-infrataxon,concern,unknown,,Tracheophyta,355392,Platanthera transversa,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,transversa,,,accepted
Platanthera unalascensis,native,confirmed,non-infrataxon,secure,no_voucher,0.008,Tracheophyta,840638,Platanthera unalascensis,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,unalascensis,,,accepted
Plectritis congesta ssp. brachystemon,native,new 2016,infrataxon,secure,no_voucher,0.016,Tracheophyta,57787,Plectritis congesta brachystemon,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,congesta,Plectritis congesta brachystemon,,accepted
Plectritis congesta ssp. congesta,native,confirmed,infrataxon,secure,no_voucher,0.016,Tracheophyta,59253,Plectritis congesta congesta,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,congesta,Plectritis congesta congesta,,accepted
Plectritis macrocera,native,reported,non-infrataxon,secure,unknown,,Tracheophyta,57287,Plectritis macrocera,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,macrocera,,,accepted
Poa annua,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,52808,Poa annua,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,annua,,,accepted
Poa bulbosa,exotic,confirmed,non-infrataxon,unknown,unknown,,Tracheophyta,58382,Poa bulbosa,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,bulbosa,,,accepted
Poa compressa,exotic,confirmed,non-infrataxon,unknown,no_voucher,0.016,Tracheophyta,78636,Poa compressa,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,compressa,,,accepted
Poa howellii,native,reported,non-infrataxon,secure,unknown,,Tracheophyta,52812,Poa howellii,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,howellii,,,accepted
Poa infirma,exotic,reported,non-infrataxon,unknown,unknown,,Tracheophyta,78642,Poa infirma,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,infirma,,,accepted
Poa nemoralis,exotic,reported,non-infrataxon,unknown,voucher,0.071,Tracheophyta,78649,Poa nemoralis,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,nemoralis,,,accepted
Poa palustris,native,new 2022,non-infrataxon,secure,no_voucher,0,Tracheophyta,78650,Poa palustris,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,palustris,,,accepted
Poa pratensis,exotic,confirmed,non-infrataxon,unknown,no_voucher,0,Tracheophyta,60307,Poa pratensis,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,pratensis,,,accepted
Poa secunda,native,confirmed,non-infrataxon,secure,unknown,,Tracheophyta,57198,Poa secunda,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,secunda,,,accepted
